company_id,company_name,industry,company_size,customer_segment,plan,total_revenue,total_profit,profit_margin,churn_flag,total_events,active_users,engagement_score,engagement_level,last_activity_date
CMP_000623,Pearson and Sons,Healthcare,Startup,Mid-Market,Starter,539.00,247.83,45.98,0,187,3,1808,High,2026-06-24
CMP_000624,"Rodgers, Jefferson and Johnson",Retail,Startup,Enterprise,Professional,1791.00,1287.27,71.87,0,151,2,1460,High,2026-06-14
CMP_000625,Butler and Sons,Healthcare,Mid-Market,SMB,Professional,1990.00,1430.30,71.87,0,1666,28,15504,High,2026-07-23
CMP_000627,Lopez-Curry,Healthcare,Startup,SMB,Starter,539.00,247.83,45.98,0,229,5,2143,High,2026-07-17
CMP_000628,Mcdowell-Smith,Finance,Mid-Market,SMB,Enterprise,16500.00,14355.00,87.00,0,4366,58,40653,High,2026-07-25
CMP_000630,Hays-Daniels,Finance,Small Business,Enterprise,Starter,588.00,270.36,45.98,0,600,5,5223,High,2026-07-27
CMP_000631,Small-Anderson,Education,Small Business,SMB,Professional,2388.00,1716.36,71.87,0,1368,18,12146,High,2026-07-18
CMP_000632,"Mcdonald, Lee and Rodriguez",Retail,Startup,SMB,Starter,0,0,0,1,68,1,647,High,2026-05-29
CMP_000633,Simon Ltd,Technology,Mid-Market,Enterprise,Professional,2189.00,1573.33,71.87,0,2935,44,26390,High,2026-07-26
CMP_000634,Higgins-Smith,Finance,Startup,Mid-Market,Starter,490.00,225.30,45.98,0,236,3,2164,High,2026-07-10
CMP_000635,Gibbs-Bradley,Healthcare,Startup,SMB,Professional,23641.20,22381.92,94.67,0,84,2,710,High,2026-06-30
CMP_000638,Morales Inc,Professional Services,Startup,SMB,Starter,539.00,247.83,45.98,0,189,3,1762,High,2026-07-17
CMP_000640,Boyle-Smith,Healthcare,Small Business,SMB,Professional,1990.00,1430.30,71.87,0,572,9,5081,High,2026-07-20
CMP_000641,Young-Molina,Healthcare,Small Business,SMB,Professional,0,0,0,1,1066,17,9344,High,2026-07-16
CMP_000642,Turner-Sharp,Healthcare,Mid-Market,SMB,Professional,2189.00,1573.33,71.87,0,1258,20,11736,High,2026-07-21
CMP_000644,"Young, Contreras and Marshall",Finance,Startup,SMB,Starter,539.00,247.83,45.98,0,99,2,843,High,2026-07-19
CMP_000645,Sullivan PLC,Healthcare,Startup,Enterprise,Starter,441.00,202.77,45.98,0,22,1,207,Medium,2025-07-13
CMP_000649,"Zhang, Brooks and Miles",Manufacturing,Startup,Mid-Market,Starter,588.00,270.36,45.98,0,324,3,2776,High,2026-07-20
CMP_000650,Todd-Pham,Education,Small Business,SMB,Business,5988.00,5508.36,91.99,0,871,12,8213,High,2026-07-17
CMP_000652,"Marks, Miller and Griffin",Education,Startup,SMB,Business,59281.20,57227.72,96.54,0,501,5,4538,High,2026-07-13
CMP_000653,"Cox, Stark and Rodriguez",Technology,Small Business,Mid-Market,Starter,588.00,270.36,45.98,0,1260,18,11358,High,2026-07-23
CMP_000654,"Leach, Harris and Herrera",Technology,Startup,Mid-Market,Starter,539.00,247.83,45.98,0,91,1,709,High,2026-07-13
CMP_000655,Murphy PLC,Finance,Startup,SMB,Professional,2388.00,1716.36,71.87,0,43,1,340,Medium,2026-05-28
CMP_000656,Wilson-Harris,Retail,Small Business,SMB,Starter,4762.80,4394.88,92.28,0,1192,14,10652,High,2026-07-21
CMP_000658,Chavez PLC,Finance,Mid-Market,SMB,Business,5988.00,5508.36,91.99,0,3884,58,35457,High,2026-07-22
CMP_000661,Foster Inc,Retail,Small Business,SMB,Business,0,0,0,1,1354,20,12677,High,2026-07-18
CMP_000662,"Robinson, Jones and Henderson",Professional Services,Mid-Market,SMB,Starter,441.00,202.77,45.98,0,4289,53,39567,High,2026-07-26
CMP_000664,Andersen Group,Healthcare,Startup,Mid-Market,Professional,2388.00,1716.36,71.87,0,23,1,172,Medium,2026-01-09
CMP_000665,Mitchell and Sons,Technology,Small Business,Mid-Market,Professional,1990.00,1430.30,71.87,0,1543,20,14420,High,2026-07-26
CMP_000666,Cannon Ltd,Retail,Mid-Market,SMB,Business,5988.00,5508.36,91.99,0,4266,58,39019,High,2026-07-22
CMP_000668,Kane-Knox,Finance,Mid-Market,Enterprise,Starter,539.00,247.83,45.98,0,5271,74,48074,High,2026-07-25
CMP_000669,Miller-Brandt,Healthcare,Small Business,Mid-Market,Starter,490.00,225.30,45.98,0,149,3,1398,High,2026-06-05
CMP_000670,"Anderson, Dalton and Wilson",Education,Small Business,SMB,Business,0,0,0,1,432,7,4056,High,2026-07-08
CMP_000672,Avila LLC,Retail,Mid-Market,SMB,Professional,2388.00,1716.36,71.87,0,3429,43,31835,High,2026-07-27
CMP_000674,"Gray, Hall and Murray",Professional Services,Small Business,SMB,Starter,588.00,270.36,45.98,0,424,4,3698,High,2026-07-15
CMP_000675,Hill Ltd,Technology,Small Business,SMB,Business,5489.00,5049.33,91.99,0,1644,20,14907,High,2026-07-20
CMP_000681,Morales and Sons,Retail,Enterprise,SMB,Business,4990.00,4590.30,91.99,0,16467,235,149504,High,2026-07-26
CMP_000683,"Holder, Young and Hendricks",Finance,Small Business,Mid-Market,Professional,2189.00,1573.33,71.87,0,232,3,2209,High,2026-07-16
CMP_000684,"Flores, Harper and Chambers",Healthcare,Small Business,SMB,Starter,0,0,0,1,838,15,7652,High,2026-07-24
CMP_000685,Young-Walter,Healthcare,Startup,Mid-Market,Starter,539.00,247.83,45.98,0,264,4,2462,High,2026-07-15
CMP_000686,"Boyd, Gutierrez and Hill",Retail,Mid-Market,SMB,Starter,490.00,225.30,45.98,0,2426,34,22090,High,2026-07-27
CMP_000690,"Flores, Butler and Hernandez",Retail,Startup,Enterprise,Starter,539.00,247.83,45.98,0,123,1,1186,High,2026-07-10
CMP_000691,White-Medina,Technology,Small Business,SMB,Starter,539.00,247.83,45.98,0,236,4,2086,High,2026-07-23
CMP_000693,"Thomas, Ford and Brown",Manufacturing,Startup,SMB,Starter,441.00,202.77,45.98,0,157,3,1584,High,2026-06-27
CMP_000694,Faulkner-Grant,Retail,Enterprise,SMB,Starter,588.00,270.36,45.98,0,20686,282,189771,High,2026-07-22
CMP_000696,Rivera Inc,Manufacturing,Startup,SMB,Professional,2189.00,1573.33,71.87,0,224,4,2015,High,2026-07-18
CMP_000697,Boone-Davis,Manufacturing,Mid-Market,Mid-Market,Starter,5821.20,5371.52,92.28,0,4659,65,41636,High,2026-07-26
CMP_000698,"Calderon, Williams and Bennett",Healthcare,Small Business,SMB,Starter,490.00,225.30,45.98,0,812,11,7502,High,2026-07-27
CMP_000699,"Morrison, Russo and Lopez",Retail,Small Business,Mid-Market,Professional,1990.00,1430.30,71.87,0,830,11,7640,High,2026-07-24
CMP_000700,"Ramsey, Hansen and Mendoza",Manufacturing,Startup,SMB,Starter,588.00,270.36,45.98,0,60,2,504,High,2026-05-10
CMP_000703,Burgess Group,Retail,Small Business,SMB,Enterprise,13500.00,11745.00,87.00,0,1644,19,14913,High,2026-07-26
CMP_000704,Dominguez Ltd,Finance,Startup,SMB,Starter,4762.80,4394.88,92.28,0,294,5,2789,High,2026-07-15
CMP_000707,"Howard, Green and Hunt",Finance,Enterprise,SMB,Starter,588.00,270.36,45.98,0,16413,233,149377,High,2026-07-25
CMP_000709,"Harrison, Franco and Rocha",Finance,Small Business,SMB,Professional,2388.00,1716.36,71.87,0,1398,20,12478,High,2026-07-10
CMP_000712,Tran-Silva,Technology,Small Business,SMB,Professional,2388.00,1716.36,71.87,0,227,3,1830,High,2026-07-03
CMP_000713,"Butler, Hernandez and Rivera",Retail,Mid-Market,Enterprise,Business,4491.00,4131.27,91.99,0,3124,50,28077,High,2026-07-21
CMP_000714,Hudson-Sanchez,Technology,Small Business,SMB,Business,4990.00,4590.30,91.99,0,1163,12,10814,High,2026-07-24
CMP_000715,"Pena, Cohen and Scott",Retail,Small Business,SMB,Professional,0,0,0,1,370,11,3151,High,2026-06-02
CMP_000717,Murray-Oconnor,Healthcare,Mid-Market,SMB,Starter,5292.00,4883.20,92.28,0,4737,72,44253,High,2026-07-23
CMP_000718,Jackson-Cortez,Finance,Startup,SMB,Professional,1990.00,1430.30,71.87,0,26,1,231,Medium,2026-01-31
CMP_000719,White-Preston,Technology,Startup,SMB,Business,5988.00,5508.36,91.99,0,45,1,478,Medium,2026-06-12
CMP_000720,"Bernard, Warren and Combs",Healthcare,Startup,SMB,Professional,1990.00,1430.30,71.87,0,284,4,2628,High,2026-07-16
CMP_000723,Kirby and Sons,Healthcare,Startup,SMB,Starter,490.00,225.30,45.98,0,268,3,2233,High,2026-07-18
CMP_000724,Mann Inc,Technology,Startup,SMB,Business,5489.00,5049.33,91.99,0,101,1,913,High,2026-05-15
CMP_000726,Williamson Ltd,Retail,Small Business,Mid-Market,Enterprise,0,0,0,1,1262,14,11667,High,2026-07-19
CMP_000727,"Durham, Hopkins and Smith",Technology,Startup,Mid-Market,Professional,2388.00,1716.36,71.87,0,356,5,3244,High,2026-07-12
CMP_000731,Rodriguez Inc,Professional Services,Small Business,Enterprise,Business,0,0,0,1,1190,18,11306,High,2026-07-15
CMP_000732,"Hernandez, Lee and Fox",Healthcare,Startup,SMB,Business,64670.40,62430.24,96.54,0,71,1,515,High,2026-07-02
CMP_000733,Adams-Sanders,Education,Small Business,SMB,Starter,490.00,225.30,45.98,0,871,10,7973,High,2026-07-18
CMP_000734,Chung-Stevens,Professional Services,Mid-Market,Mid-Market,Starter,490.00,225.30,45.98,0,5162,70,47165,High,2026-07-26
CMP_000736,Sutton-Abbott,Manufacturing,Startup,SMB,Professional,25790.40,24416.64,94.67,0,424,5,3858,High,2026-07-24
CMP_000737,"Frey, Santos and Johnson",Manufacturing,Mid-Market,Mid-Market,Starter,490.00,225.30,45.98,0,3567,44,32618,High,2026-07-17
CMP_000738,Gray-Tran,Retail,Startup,SMB,Professional,1990.00,1430.30,71.87,0,507,5,4487,High,2026-07-12
CMP_000739,Walsh Ltd,Technology,Small Business,SMB,Enterprise,18000.00,15660.00,87.00,0,527,5,5048,High,2026-07-24
CMP_000741,"Mueller, Knight and Hodge",Retail,Small Business,SMB,Professional,2189.00,1573.33,71.87,0,1465,18,13861,High,2026-07-26
CMP_000743,Lewis Ltd,Retail,Startup,SMB,Enterprise,15000.00,13050.00,87.00,0,248,5,2343,High,2026-07-20
CMP_000745,Lam-Elliott,Finance,Mid-Market,SMB,Professional,23641.20,22381.92,94.67,0,5209,78,46421,High,2026-07-26
CMP_000746,White LLC,Technology,Small Business,SMB,Business,0,0,0,1,1311,17,11707,High,2026-07-25
CMP_000748,Goodwin Ltd,Manufacturing,Small Business,SMB,Business,4990.00,4590.30,91.99,0,1582,20,14399,High,2026-07-26
CMP_000752,"Ramsey, Mason and Mccann",Healthcare,Small Business,SMB,Professional,23641.20,22381.92,94.67,0,919,13,8545,High,2026-07-21
CMP_000753,Davis and Sons,Professional Services,Mid-Market,Mid-Market,Professional,2189.00,1573.33,71.87,0,3283,42,30237,High,2026-07-21
CMP_000754,Peterson PLC,Education,Enterprise,SMB,Professional,0,0,0,1,28320,403,258160,High,2026-07-25
CMP_000755,"Sanders, Ayala and Johnson",Technology,Mid-Market,Mid-Market,Business,2495.00,2295.15,91.99,1,1604,25,15274,High,2026-07-24
CMP_000756,Bowers-Hayes,Technology,Startup,Mid-Market,Starter,588.00,270.36,45.98,0,320,4,2954,High,2026-07-11
CMP_000757,Kelly Group,Finance,Mid-Market,SMB,Starter,392.00,180.24,45.98,0,2831,36,26275,High,2026-07-25
CMP_000758,Lopez-Willis,Finance,Enterprise,SMB,Professional,0,0,0,1,8731,113,81065,High,2026-07-26
CMP_000759,Miller-Montgomery,Professional Services,Mid-Market,SMB,Professional,1990.00,1430.30,71.87,0,1266,20,11744,High,2026-07-01
CMP_000762,"Moore, Price and Ward",Professional Services,Small Business,SMB,Professional,1990.00,1430.30,71.87,0,476,4,4149,High,2026-07-15
CMP_000763,Smith LLC,Education,Enterprise,SMB,Professional,0,0,0,1,15486,212,142382,High,2026-07-26
CMP_000765,Miller Group,Technology,Enterprise,SMB,Starter,588.00,270.36,45.98,0,15606,214,142218,High,2026-07-20
CMP_000767,Johnson LLC,Technology,Startup,SMB,Business,5988.00,5508.36,91.99,0,469,4,4591,High,2026-07-22
CMP_000768,"Davis, George and Nguyen",Finance,Small Business,Mid-Market,Business,4990.00,4590.30,91.99,0,820,14,7612,High,2026-07-22
CMP_000769,Smith-Gutierrez,Retail,Startup,SMB,Starter,539.00,247.83,45.98,0,212,5,1922,High,2026-07-04
CMP_000770,Hardy PLC,Technology,Enterprise,SMB,Starter,0,0,0,1,36887,498,337443,High,2026-07-26
CMP_000771,Armstrong and Sons,Technology,Startup,SMB,Business,5389.20,5202.52,96.54,1,353,5,3259,High,2026-07-15
CMP_000772,"James, Taylor and Turner",Finance,Small Business,SMB,Professional,2189.00,1573.33,71.87,0,553,10,4965,High,2026-07-21
CMP_000773,Thomas-Jackson,Technology,Startup,Enterprise,Starter,441.00,202.77,45.98,0,763,5,6944,High,2026-07-23
CMP_000774,Fisher-Washington,Professional Services,Mid-Market,SMB,Starter,0,0,0,1,5359,76,49132,High,2026-07-26
CMP_000776,"Weber, Wheeler and Gonzalez",Healthcare,Small Business,SMB,Professional,2388.00,1716.36,71.87,0,799,13,7335,High,2026-07-17
CMP_000777,Taylor Inc,Technology,Small Business,SMB,Starter,588.00,270.36,45.98,0,328,3,3311,High,2026-07-15
CMP_000778,Cook-Oliver,Technology,Small Business,SMB,Professional,1791.00,1287.27,71.87,0,921,15,8161,High,2026-07-18
CMP_000779,Alexander-Jordan,Healthcare,Startup,SMB,Starter,490.00,225.30,45.98,0,70,1,662,High,2026-06-22
CMP_000780,"Mccann, Taylor and Flores",Technology,Enterprise,SMB,Business,3992.00,3672.24,91.99,0,9340,133,84243,High,2026-07-26
CMP_000782,Carter-Neal,Manufacturing,Small Business,SMB,Professional,1990.00,1430.30,71.87,0,440,7,4104,High,2026-07-24
CMP_000783,Faulkner-Casey,Healthcare,Mid-Market,SMB,Starter,539.00,247.83,45.98,0,6543,96,59256,High,2026-07-21
CMP_000785,Diaz-Frederick,Professional Services,Small Business,SMB,Starter,6350.40,5859.84,92.28,0,1066,19,10194,High,2026-07-26
CMP_000786,Vargas PLC,Healthcare,Small Business,SMB,Starter,539.00,247.83,45.98,0,1570,18,14815,High,2026-07-22
CMP_000788,Benton Group,Technology,Small Business,SMB,Professional,1791.00,1287.27,71.87,0,719,11,6515,High,2026-07-17
CMP_000789,"Clark, Salinas and Guerra",Retail,Startup,Mid-Market,Starter,588.00,270.36,45.98,0,277,4,2478,High,2026-07-07
CMP_000790,Fuentes Group,Education,Small Business,SMB,Starter,490.00,225.30,45.98,0,1337,16,12322,High,2026-07-19
CMP_000791,"Porter, Schultz and Allen",Finance,Small Business,Mid-Market,Starter,6350.40,5859.84,92.28,0,321,4,2689,High,2026-07-20
CMP_000792,"Moore, Henderson and Bennett",Retail,Small Business,SMB,Starter,539.00,247.83,45.98,0,566,7,5083,High,2026-07-15
CMP_000793,Ewing-Mendoza,Healthcare,Small Business,SMB,Business,4990.00,4590.30,91.99,0,205,3,1871,High,2026-07-21
CMP_000794,Ferguson-Mclean,Retail,Mid-Market,Mid-Market,Professional,25790.40,24416.64,94.67,0,5558,69,50018,High,2026-07-25
CMP_000795,"Barnes, Johnson and Schmitt",Professional Services,Small Business,SMB,Professional,0,0,0,1,842,15,7972,High,2026-07-11
CMP_000798,"Ortega, Jackson and Salazar",Technology,Startup,SMB,Starter,490.00,225.30,45.98,0,122,3,1104,High,2026-06-20
CMP_000799,"Terrell, Byrd and Ross",Education,Enterprise,Mid-Market,Professional,25790.40,24416.64,94.67,0,20916,284,190365,High,2026-07-26
CMP_000802,"Burgess, Grant and Watts",Technology,Startup,Mid-Market,Business,5489.00,5049.33,91.99,0,73,2,653,High,2026-04-25
CMP_000803,Griffin Group,Finance,Small Business,SMB,Starter,588.00,270.36,45.98,0,1376,18,12341,High,2026-07-22
CMP_000805,"Hernandez, Cuevas and Webb",Healthcare,Enterprise,Enterprise,Starter,588.00,270.36,45.98,1,18115,252,165415,High,2026-07-27
CMP_000806,Perry-Nixon,Healthcare,Mid-Market,SMB,Professional,2388.00,1716.36,71.87,0,2288,30,20649,High,2026-07-12
CMP_000807,Guerra Ltd,Finance,Startup,Enterprise,Professional,0,0,0,1,290,4,2632,High,2026-07-23
CMP_000809,Mueller-Boyd,Technology,Small Business,SMB,Business,4990.00,4590.30,91.99,0,947,13,8658,High,2026-07-21
CMP_000811,"Chavez, Jones and Williams",Manufacturing,Startup,SMB,Business,4491.00,4131.27,91.99,0,349,5,3141,High,2026-07-19
CMP_000812,"Wilson, Sweeney and Wong",Technology,Small Business,Enterprise,Professional,21492.00,20347.20,94.67,0,1667,20,15260,High,2026-07-24
CMP_000813,"Marsh, Spears and Yang",Healthcare,Small Business,Mid-Market,Business,0,0,0,1,1315,16,11651,High,2026-07-21
CMP_000814,"Thompson, Moore and Castro",Healthcare,Enterprise,SMB,Business,4990.00,4590.30,91.99,0,31153,431,284865,High,2026-07-26
CMP_000815,Hall-Sullivan,Technology,Startup,SMB,Professional,25790.40,24416.64,94.67,0,297,2,2659,High,2026-07-15
CMP_000816,Lopez Ltd,Professional Services,Mid-Market,SMB,Professional,2189.00,1573.33,71.87,0,3797,56,35227,High,2026-07-24
CMP_000818,Cole Group,Finance,Mid-Market,SMB,Starter,588.00,270.36,45.98,0,1819,32,16424,High,2026-07-25
CMP_000819,Smith-Lewis,Healthcare,Startup,Enterprise,Starter,0,0,0,1,66,1,573,High,2026-06-08
CMP_000820,Goodwin-Stokes,Technology,Mid-Market,SMB,Starter,0,0,0,1,2529,34,23015,High,2026-07-25
CMP_000821,Ray PLC,Professional Services,Small Business,SMB,Professional,2388.00,1716.36,71.87,0,1304,16,11715,High,2026-07-15
CMP_000822,Diaz and Sons,Healthcare,Enterprise,Mid-Market,Business,0,0,0,1,21530,284,196999,High,2026-07-26
CMP_000823,Wilson-Lambert,Technology,Small Business,SMB,Business,5489.00,5049.33,91.99,0,541,6,4947,High,2026-07-20
CMP_000825,"Price, Long and Wilson",Technology,Small Business,SMB,Starter,588.00,270.36,45.98,0,1328,14,12504,High,2026-07-19
CMP_000826,Bruce-Williamson,Technology,Startup,SMB,Starter,490.00,225.30,45.98,0,116,3,1125,High,2026-06-19
CMP_000827,"Mccarthy, Evans and Mendez",Professional Services,Enterprise,SMB,Business,59281.20,57227.72,96.54,0,21650,273,197230,High,2026-07-25
CMP_000828,Powers LLC,Manufacturing,Small Business,Mid-Market,Starter,490.00,225.30,45.98,0,692,13,6437,High,2026-07-14
CMP_000829,Allen Inc,Education,Small Business,SMB,Starter,441.00,202.77,45.98,0,1072,14,10049,High,2026-07-23
CMP_000830,Brooks and Sons,Professional Services,Startup,SMB,Starter,0,0,0,1,138,1,1333,High,2026-07-05
CMP_000831,"Price, Carlson and Andrews",Retail,Small Business,SMB,Business,5489.00,5049.33,91.99,0,363,6,3334,High,2026-07-24
CMP_000832,Lopez-Reid,Education,Small Business,SMB,Professional,2388.00,1716.36,71.87,0,1223,15,11172,High,2026-07-25
CMP_000834,Burns and Sons,Education,Small Business,Enterprise,Business,43113.60,41620.16,96.54,0,849,13,7679,High,2026-07-19
CMP_000835,Edwards Group,Retail,Startup,Mid-Market,Professional,1990.00,1430.30,71.87,0,120,4,976,High,2026-06-03
CMP_000836,"Brown, Howard and Smith",Manufacturing,Startup,Mid-Market,Enterprise,178200.00,171204.00,96.07,0,260,4,2274,High,2026-07-03
CMP_000839,Mckinney-Wallace,Technology,Small Business,Mid-Market,Starter,490.00,225.30,45.98,0,819,14,7536,High,2026-07-24
CMP_000840,Miller Inc,Technology,Small Business,SMB,Professional,1592.00,1144.24,71.87,0,505,6,4811,High,2026-07-17
CMP_000841,Carter LLC,Technology,Enterprise,SMB,Professional,21492.00,20347.20,94.67,0,15584,210,141059,High,2026-07-27
CMP_000842,Medina and Sons,Technology,Startup,SMB,Professional,2189.00,1573.33,71.87,0,430,4,3871,High,2026-07-18
CMP_000846,Weaver-Sherman,Healthcare,Enterprise,Mid-Market,Professional,2189.00,1573.33,71.87,0,25345,345,230873,High,2026-07-27
CMP_000847,"Alexander, Robinson and Coleman",Technology,Startup,SMB,Professional,2388.00,1716.36,71.87,0,309,5,2744,High,2026-07-17
CMP_000849,Cole LLC,Professional Services,Small Business,SMB,Business,0,0,0,1,322,4,2940,High,2026-07-25
CMP_000852,"Norris, Callahan and Bishop",Manufacturing,Startup,SMB,Starter,539.00,247.83,45.98,0,111,1,1055,High,2026-07-15
CMP_000853,Martin-Taylor,Professional Services,Small Business,SMB,Starter,6350.40,5859.84,92.28,0,594,7,5303,High,2026-07-16
CMP_000854,Li Inc,Healthcare,Small Business,Mid-Market,Starter,5821.20,5371.52,92.28,0,1408,16,12724,High,2026-07-26
CMP_000855,"Bell, Campbell and Ryan",Manufacturing,Startup,SMB,Starter,4762.80,4394.88,92.28,0,401,4,3429,High,2026-07-24
CMP_000856,Werner-Carter,Finance,Small Business,Enterprise,Starter,6350.40,5859.84,92.28,0,622,9,5508,High,2026-07-14
CMP_000857,"Adams, Hodge and Duke",Retail,Mid-Market,SMB,Professional,1791.00,1287.27,71.87,0,5541,77,51067,High,2026-07-24
CMP_000858,"Ochoa, Taylor and Brady",Technology,Startup,SMB,Starter,5821.20,5371.52,92.28,0,190,2,1814,High,2026-07-11
CMP_000859,Sellers-Riddle,Retail,Small Business,SMB,Business,5489.00,5049.33,91.99,0,53,4,440,Medium,2026-03-04
CMP_000862,Burns-Ray,Technology,Startup,Enterprise,Starter,588.00,270.36,45.98,0,221,3,1927,High,2026-07-14
CMP_000863,Burton-Brooks,Professional Services,Startup,SMB,Business,48502.80,46822.68,96.54,0,277,3,2534,High,2026-07-02
CMP_000864,Schultz Inc,Technology,Small Business,Mid-Market,Starter,490.00,225.30,45.98,0,1688,20,15017,High,2026-07-21
CMP_000865,Robertson-Ramirez,Manufacturing,Small Business,SMB,Professional,2189.00,1573.33,71.87,0,1273,17,11807,High,2026-07-27
CMP_000866,Gibson-Freeman,Technology,Small Business,SMB,Starter,539.00,247.83,45.98,0,391,7,3770,High,2026-06-20
CMP_000868,"Stanton, Reid and Terry",Healthcare,Small Business,Enterprise,Starter,539.00,247.83,45.98,0,1233,17,10886,High,2026-07-25
CMP_000870,Donaldson and Sons,Education,Startup,SMB,Professional,2388.00,1716.36,71.87,0,9,1,73,Low,2025-11-15
CMP_000872,Kelley-Anderson,Technology,Mid-Market,Mid-Market,Business,5988.00,5508.36,91.99,0,5356,73,49235,High,2026-07-22
CMP_000874,Williams Ltd,Finance,Small Business,SMB,Professional,1990.00,1430.30,71.87,0,1874,20,16931,High,2026-07-25
CMP_000875,Smith-Noble,Retail,Small Business,SMB,Business,5988.00,5508.36,91.99,0,748,14,7006,High,2026-07-12
CMP_000876,Alexander Inc,Technology,Small Business,SMB,Professional,2189.00,1573.33,71.87,0,438,6,4000,High,2026-07-14
CMP_000879,Baxter LLC,Retail,Small Business,SMB,Enterprise,16500.00,14355.00,87.00,0,753,10,6904,High,2026-07-23
CMP_000880,Pena LLC,Finance,Startup,SMB,Business,0,0,0,1,308,3,2761,High,2026-07-09
CMP_000881,Watson Ltd,Technology,Startup,SMB,Starter,588.00,270.36,45.98,0,224,3,2094,High,2026-07-04
CMP_000882,Williams Ltd,Finance,Startup,SMB,Starter,392.00,180.24,45.98,0,290,5,2639,High,2026-07-20
CMP_000883,Barber-Fischer,Technology,Startup,SMB,Starter,5292.00,4883.20,92.28,0,93,2,909,High,2026-06-01
CMP_000884,Rios-Padilla,Professional Services,Small Business,SMB,Business,5489.00,5049.33,91.99,0,452,7,4174,High,2026-07-26
CMP_000885,Lewis Inc,Professional Services,Startup,SMB,Business,5489.00,5049.33,91.99,0,128,2,1197,High,2026-06-18
CMP_000886,Wheeler PLC,Education,Mid-Market,Enterprise,Starter,588.00,270.36,45.98,0,5966,81,54435,High,2026-07-27
CMP_000888,Mcneil Group,Finance,Startup,SMB,Professional,2189.00,1573.33,71.87,0,153,3,1223,High,2026-06-23
CMP_000889,"Anderson, Jones and Reyes",Technology,Small Business,SMB,Business,5489.00,5049.33,91.99,0,780,11,6700,High,2026-07-23
CMP_000890,"Shaffer, Garcia and Richardson",Healthcare,Enterprise,SMB,Starter,539.00,247.83,45.98,0,14931,223,136728,High,2026-07-25
CMP_000892,May Ltd,Technology,Small Business,SMB,Starter,490.00,225.30,45.98,0,1095,19,9936,High,2026-07-17
CMP_000893,Jones PLC,Finance,Small Business,SMB,Business,64670.40,62430.24,96.54,0,816,7,7651,High,2026-07-20
CMP_000894,Bishop and Sons,Manufacturing,Mid-Market,SMB,Starter,0,0,0,1,5908,71,54353,High,2026-07-26
CMP_000898,Goodwin PLC,Finance,Startup,SMB,Business,4990.00,4590.30,91.99,0,199,1,1804,High,2026-07-27
CMP_000899,"Cruz, Richmond and Edwards",Technology,Mid-Market,SMB,Starter,539.00,247.83,45.98,0,2416,39,22828,High,2026-07-25
CMP_000901,Wright PLC,Manufacturing,Enterprise,SMB,Starter,588.00,270.36,45.98,0,15432,207,140738,High,2026-07-26
CMP_000902,"Griffith, Mitchell and Pugh",Retail,Startup,Mid-Market,Business,53892.00,52025.20,96.54,0,249,4,2294,High,2026-07-07
CMP_000903,Abbott Ltd,Technology,Mid-Market,Mid-Market,Professional,2189.00,1573.33,71.87,0,6298,94,57492,High,2026-07-26
CMP_000904,Harris-Lawson,Technology,Enterprise,SMB,Business,0,0,0,1,27060,349,247741,High,2026-07-26
CMP_000907,Cruz-Allen,Retail,Mid-Market,SMB,Starter,490.00,225.30,45.98,0,5289,60,48117,High,2026-07-24
CMP_000908,"Wheeler, Rice and Levine",Healthcare,Startup,SMB,Business,5988.00,5508.36,91.99,0,176,3,1705,High,2026-06-24
CMP_000909,Peck-Anderson,Healthcare,Mid-Market,SMB,Enterprise,16500.00,14355.00,87.00,0,4522,64,40761,High,2026-07-25
CMP_000910,"Fisher, Payne and Thompson",Finance,Small Business,SMB,Starter,539.00,247.83,45.98,0,1067,18,9618,High,2026-07-22
CMP_000912,Matthews Inc,Technology,Startup,SMB,Starter,588.00,270.36,45.98,0,89,3,771,High,2026-05-23
CMP_000915,"Wang, Henderson and Morales",Finance,Startup,SMB,Professional,1990.00,1430.30,71.87,0,392,5,3383,High,2026-07-13
CMP_000917,Miller-Mccall,Manufacturing,Small Business,SMB,Professional,21492.00,20347.20,94.67,0,563,8,5077,High,2026-07-19
CMP_000919,"Walters, Davenport and Becker",Finance,Mid-Market,SMB,Professional,1791.00,1287.27,71.87,0,1694,23,15666,High,2026-07-15
CMP_000920,Collins Group,Healthcare,Mid-Market,SMB,Starter,6350.40,5859.84,92.28,0,3911,49,36016,High,2026-07-25
CMP_000921,"Ashley, Allen and Sanchez",Manufacturing,Startup,SMB,Starter,539.00,247.83,45.98,0,153,5,1291,High,2026-06-11
CMP_000922,Wilson-Salazar,Technology,Enterprise,SMB,Professional,2189.00,1573.33,71.87,0,26485,362,244417,High,2026-07-27
CMP_000923,Parker Ltd,Technology,Small Business,SMB,Business,4491.00,4131.27,91.99,0,684,13,6259,High,2026-07-08
CMP_000925,"Smith, Crawford and Reed",Technology,Startup,Mid-Market,Business,5489.00,5049.33,91.99,0,120,2,1142,High,2026-07-04
CMP_000927,Brady LLC,Technology,Startup,SMB,Professional,2189.00,1573.33,71.87,0,328,4,3154,High,2026-07-18
CMP_000929,Nelson-Brown,Retail,Startup,SMB,Professional,398.00,286.06,71.87,1,59,1,628,High,2026-05-17
CMP_000930,"Proctor, Burton and Crawford",Education,Small Business,Mid-Market,Starter,490.00,225.30,45.98,0,634,8,5906,High,2026-07-12
