company_id,company_name,industry,company_size,customer_segment,country,region,acquisition_channel,plan,billing_cycle,monthly_price,total_revenue,total_profit,total_payments,churn_flag,customer_lifetime_days,customer_value_segment
CMP_000502,Paul-Kline,Healthcare,Mid-Market,SMB,Chile,Latin America,LinkedIn Ads,Starter,Monthly,49.00,490.00,225.30,10,0,1768,Low Value
CMP_000503,Morgan-Lopez,Healthcare,Small Business,SMB,Chile,Latin America,Email Marketing,Professional,Monthly,199.00,2388.00,1716.36,12,0,1681,Low Value
CMP_000504,"Jimenez, Glass and Stone",Healthcare,Enterprise,SMB,United States,North America,LinkedIn Ads,Professional,Monthly,199.00,2388.00,1716.36,12,0,1527,Low Value
CMP_000506,Morrison-Short,Retail,Mid-Market,SMB,South Africa,Africa,LinkedIn Ads,Business,Monthly,499.00,5988.00,5508.36,12,0,718,Medium Value
CMP_000507,"Carter, Garcia and Murphy",Technology,Mid-Market,SMB,Germany,Europe,Google Ads,Professional,Monthly,199.00,0,0,0,1,111,Low Value
CMP_000508,Parker-Morrison,Retail,Small Business,SMB,Mexico,North America,Organic Search,Professional,Monthly,199.00,2189.00,1573.33,11,0,1167,Low Value
CMP_000509,Jackson-Wallace,Finance,Small Business,SMB,Kenya,Africa,Organic Search,Starter,Monthly,49.00,539.00,247.83,11,0,1681,Low Value
CMP_000510,Williams-Berg,Technology,Small Business,Mid-Market,France,Europe,Partner,Business,Monthly,499.00,5988.00,5508.36,12,0,1336,Medium Value
CMP_000511,Mendez-Graham,Technology,Enterprise,SMB,Argentina,Latin America,LinkedIn Ads,Professional,Annual,2149.20,21492.00,20347.20,10,0,2291,High Value
CMP_000513,"Sullivan, Palmer and Brady",Technology,Startup,Enterprise,Spain,Europe,Organic Search,Enterprise,Annual,16200.00,194400.00,186768.00,12,0,1775,High Value
CMP_000514,Cisneros and Sons,Technology,Mid-Market,SMB,Australia,Asia-Pacific,Partner,Professional,Monthly,199.00,1990.00,1430.30,10,0,1490,Low Value
CMP_000517,Reyes-Bradley,Healthcare,Small Business,Mid-Market,Germany,Europe,Content Marketing,Starter,Monthly,49.00,539.00,247.83,11,0,1369,Low Value
CMP_000518,"Hernandez, Cole and Watson",Technology,Startup,SMB,South Africa,Africa,Organic Search,Starter,Annual,529.20,5821.20,5371.52,11,0,1601,Medium Value
CMP_000521,Johnson and Sons,Manufacturing,Small Business,SMB,Spain,Europe,Organic Search,Business,Monthly,499.00,5988.00,5508.36,12,0,2082,Medium Value
CMP_000522,Holmes-Mcintyre,Technology,Small Business,SMB,Spain,Europe,Google Ads,Starter,Annual,529.20,5821.20,5371.52,11,0,840,Medium Value
CMP_000523,Green LLC,Education,Enterprise,Mid-Market,Mexico,North America,Referral,Professional,Monthly,199.00,1990.00,1430.30,10,0,574,Low Value
CMP_000524,"Griffin, Davies and Mitchell",Retail,Small Business,SMB,Australia,Asia-Pacific,Google Ads,Professional,Annual,2149.20,19342.80,18312.48,9,0,1702,High Value
CMP_000526,Hayes Ltd,Finance,Small Business,Mid-Market,India,Asia-Pacific,Google Ads,Professional,Monthly,199.00,1990.00,1430.30,10,0,1384,Low Value
CMP_000527,Osborn-Cochran,Technology,Small Business,Mid-Market,Japan,Asia-Pacific,Content Marketing,Professional,Monthly,199.00,2189.00,1573.33,11,0,2117,Low Value
CMP_000531,Hicks-Martinez,Professional Services,Small Business,Mid-Market,Canada,North America,Partner,Professional,Monthly,199.00,1990.00,1430.30,10,0,1952,Low Value
CMP_000533,Johnson-Spencer,Healthcare,Small Business,Mid-Market,Spain,Europe,Organic Search,Business,Monthly,499.00,5988.00,5508.36,12,0,2285,Medium Value
CMP_000534,Mcdonald-Bird,Retail,Startup,SMB,Mexico,North America,Organic Search,Starter,Monthly,49.00,490.00,225.30,10,0,1566,Low Value
CMP_000535,Salazar Inc,Finance,Mid-Market,Mid-Market,Brazil,Latin America,LinkedIn Ads,Starter,Monthly,49.00,0,0,0,1,345,Low Value
CMP_000537,"Mendoza, Jenkins and Ortiz",Technology,Small Business,Enterprise,Kenya,Africa,LinkedIn Ads,Starter,Monthly,49.00,588.00,270.36,12,0,1000,Low Value
CMP_000540,Humphrey PLC,Technology,Small Business,SMB,Germany,Europe,Referral,Professional,Annual,2149.20,23641.20,22381.92,11,0,1145,High Value
CMP_000541,"Matthews, Saunders and Anderson",Finance,Enterprise,Mid-Market,Japan,Asia-Pacific,Partner,Professional,Monthly,199.00,1791.00,1287.27,9,0,2154,Low Value
CMP_000543,Torres and Sons,Retail,Mid-Market,Mid-Market,Japan,Asia-Pacific,Google Ads,Professional,Monthly,199.00,2388.00,1716.36,12,0,661,Low Value
CMP_000545,"Jacobson, Singleton and King",Retail,Startup,SMB,Singapore,Asia-Pacific,Email Marketing,Professional,Monthly,199.00,2388.00,1716.36,12,0,1348,Low Value
CMP_000548,"Moore, Hopkins and Le",Technology,Startup,Enterprise,South Africa,Africa,Referral,Professional,Monthly,199.00,1791.00,1287.27,9,0,653,Low Value
CMP_000549,"Morgan, Bradshaw and Williams",Finance,Startup,Enterprise,Germany,Europe,Google Ads,Starter,Monthly,49.00,539.00,247.83,11,0,2001,Low Value
CMP_000554,Ballard Ltd,Finance,Small Business,SMB,United States,North America,Referral,Professional,Annual,2149.20,25790.40,24416.64,12,0,1451,High Value
CMP_000555,Evans-Jones,Retail,Small Business,SMB,Chile,Latin America,Referral,Starter,Monthly,49.00,539.00,247.83,11,0,1656,Low Value
CMP_000557,Marshall-Peterson,Finance,Small Business,Enterprise,Canada,North America,Referral,Starter,Annual,529.20,5292.00,4883.20,10,0,1386,Medium Value
CMP_000558,Edwards Ltd,Retail,Startup,Enterprise,Japan,Asia-Pacific,LinkedIn Ads,Starter,Monthly,49.00,539.00,247.83,11,0,1460,Low Value
CMP_000559,Gross-Valencia,Retail,Mid-Market,SMB,Nigeria,Africa,Organic Search,Professional,Annual,2149.20,0,0,0,1,246,Low Value
CMP_000560,Anderson-Wood,Retail,Small Business,SMB,Australia,Asia-Pacific,Email Marketing,Starter,Monthly,49.00,0,0,0,1,108,Low Value
CMP_000562,Wright-Davis,Healthcare,Startup,Enterprise,Chile,Latin America,Partner,Enterprise,Monthly,1500.00,15000.00,13050.00,10,0,935,High Value
CMP_000563,Dougherty-Lin,Healthcare,Startup,SMB,Singapore,Asia-Pacific,Organic Search,Starter,Monthly,49.00,441.00,202.77,9,0,905,Low Value
CMP_000564,Wright-Grimes,Technology,Small Business,SMB,Japan,Asia-Pacific,Email Marketing,Starter,Monthly,49.00,0,0,0,1,350,Low Value
CMP_000566,"Edwards, Hines and Jimenez",Healthcare,Startup,Enterprise,Tanzania,Africa,Organic Search,Professional,Monthly,199.00,0,0,0,1,337,Low Value
CMP_000567,"Owens, Koch and Jimenez",Healthcare,Mid-Market,SMB,India,Asia-Pacific,Organic Search,Professional,Monthly,199.00,2388.00,1716.36,12,0,2266,Low Value
CMP_000568,Landry PLC,Retail,Mid-Market,SMB,Mexico,North America,LinkedIn Ads,Starter,Monthly,49.00,539.00,247.83,11,0,2081,Low Value
CMP_000569,Levy-Lewis,Technology,Startup,Mid-Market,Singapore,Asia-Pacific,Google Ads,Business,Annual,5389.20,59281.20,57227.72,11,0,1460,High Value
CMP_000572,"Smith, Rodriguez and Anderson",Education,Enterprise,SMB,Australia,Asia-Pacific,LinkedIn Ads,Enterprise,Annual,16200.00,162000.00,155640.00,10,0,601,High Value
CMP_000573,Luna-Gallagher,Finance,Small Business,Mid-Market,Nigeria,Africa,Google Ads,Starter,Annual,529.20,5821.20,5371.52,11,0,1264,Medium Value
CMP_000575,"Lee, Tran and Jones",Manufacturing,Small Business,Mid-Market,Germany,Europe,LinkedIn Ads,Business,Annual,5389.20,37724.40,36417.64,7,1,276,High Value
CMP_000578,Brooks-Hatfield,Healthcare,Mid-Market,SMB,Brazil,Latin America,Content Marketing,Starter,Monthly,49.00,588.00,270.36,12,0,1610,Low Value
CMP_000579,"Mcmillan, Fischer and Gonzalez",Retail,Mid-Market,Mid-Market,Australia,Asia-Pacific,Organic Search,Starter,Monthly,49.00,588.00,270.36,12,0,1214,Low Value
CMP_000580,"Morales, Williams and Williams",Healthcare,Small Business,SMB,Argentina,Latin America,LinkedIn Ads,Starter,Monthly,49.00,539.00,247.83,11,0,1777,Low Value
CMP_000581,"Cook, Wells and Bryant",Manufacturing,Mid-Market,SMB,Argentina,Latin America,Partner,Business,Annual,5389.20,53892.00,52025.20,10,0,1428,High Value
CMP_000583,Martin-Ewing,Professional Services,Mid-Market,SMB,Nigeria,Africa,Organic Search,Business,Monthly,499.00,5489.00,5049.33,11,0,802,Medium Value
CMP_000584,"Kirby, Wheeler and Romero",Retail,Mid-Market,SMB,Tanzania,Africa,Referral,Starter,Monthly,49.00,490.00,225.30,10,0,1701,Low Value
CMP_000589,"Soto, Carlson and Baker",Healthcare,Mid-Market,SMB,Kenya,Africa,Partner,Business,Monthly,499.00,5988.00,5508.36,12,0,1465,Medium Value
CMP_000590,"Patton, Parsons and Lane",Technology,Small Business,Mid-Market,Tanzania,Africa,Partner,Enterprise,Monthly,1500.00,16500.00,14355.00,11,0,1952,High Value
CMP_000592,"Harvey, Randall and Hernandez",Healthcare,Startup,SMB,Kenya,Africa,Organic Search,Professional,Annual,2149.20,0,0,0,1,391,Low Value
CMP_000593,"Allen, Armstrong and Graves",Retail,Startup,SMB,Germany,Europe,Referral,Starter,Monthly,49.00,539.00,247.83,11,0,886,Low Value
CMP_000594,Smith LLC,Healthcare,Enterprise,SMB,Australia,Asia-Pacific,LinkedIn Ads,Starter,Monthly,49.00,0,0,0,1,218,Low Value
CMP_000596,Shaw-Carr,Technology,Enterprise,SMB,Australia,Asia-Pacific,Email Marketing,Business,Monthly,499.00,5489.00,5049.33,11,0,824,Medium Value
CMP_000597,Salas-Fitzgerald,Technology,Mid-Market,SMB,Canada,North America,Google Ads,Starter,Monthly,49.00,490.00,225.30,10,0,1796,Low Value
CMP_000599,Hoffman Ltd,Healthcare,Startup,Enterprise,Australia,Asia-Pacific,Partner,Starter,Monthly,49.00,588.00,270.36,12,0,1882,Low Value
CMP_000600,Fox-Edwards,Retail,Small Business,SMB,Germany,Europe,Content Marketing,Professional,Monthly,199.00,2189.00,1573.33,11,0,885,Low Value
CMP_000601,Stevens PLC,Healthcare,Small Business,SMB,Kenya,Africa,Organic Search,Professional,Monthly,199.00,2189.00,1573.33,11,0,879,Low Value
CMP_000604,Lee-Wright,Technology,Startup,SMB,Japan,Asia-Pacific,LinkedIn Ads,Professional,Monthly,199.00,1990.00,1430.30,10,0,1636,Low Value
CMP_000605,"Evans, David and Hendrix",Retail,Mid-Market,SMB,India,Asia-Pacific,Google Ads,Professional,Monthly,199.00,2388.00,1716.36,12,0,1804,Low Value
CMP_000606,Bush-Vaughn,Manufacturing,Startup,SMB,France,Europe,LinkedIn Ads,Professional,Monthly,199.00,2388.00,1716.36,12,0,1458,Low Value
CMP_000608,"Hill, Martinez and Rhodes",Manufacturing,Mid-Market,Mid-Market,Australia,Asia-Pacific,LinkedIn Ads,Starter,Monthly,49.00,539.00,247.83,11,0,861,Low Value
CMP_000611,Williams-Moses,Manufacturing,Mid-Market,SMB,South Africa,Africa,Google Ads,Business,Monthly,499.00,5988.00,5508.36,12,0,1685,Medium Value
CMP_000612,Reed Group,Technology,Small Business,SMB,United Kingdom,Europe,Partner,Business,Monthly,499.00,5489.00,5049.33,11,0,1900,Medium Value
CMP_000613,"Scott, Mendoza and Harris",Retail,Startup,SMB,Mexico,North America,LinkedIn Ads,Business,Monthly,499.00,4491.00,4131.27,9,0,533,Medium Value
CMP_000615,Gilbert PLC,Finance,Small Business,SMB,Kenya,Africa,Referral,Business,Monthly,499.00,5489.00,5049.33,11,0,952,Medium Value
CMP_000617,"Perez, Hall and Garcia",Technology,Small Business,SMB,Nigeria,Africa,Organic Search,Professional,Annual,2149.20,21492.00,20347.20,10,0,2258,High Value
CMP_000619,Smith PLC,Healthcare,Small Business,SMB,Germany,Europe,Referral,Business,Monthly,499.00,5988.00,5508.36,12,0,574,Medium Value
CMP_000622,Morris-Brewer,Technology,Small Business,SMB,Singapore,Asia-Pacific,Google Ads,Professional,Annual,2149.20,23641.20,22381.92,11,0,1512,High Value
CMP_000623,Pearson and Sons,Healthcare,Startup,Mid-Market,Argentina,Latin America,Google Ads,Starter,Monthly,49.00,539.00,247.83,11,0,2217,Low Value
CMP_000624,"Rodgers, Jefferson and Johnson",Retail,Startup,Enterprise,United Kingdom,Europe,Organic Search,Professional,Monthly,199.00,1791.00,1287.27,9,0,1306,Low Value
CMP_000625,Butler and Sons,Healthcare,Mid-Market,SMB,United Kingdom,Europe,LinkedIn Ads,Professional,Monthly,199.00,1990.00,1430.30,10,0,1128,Low Value
CMP_000627,Lopez-Curry,Healthcare,Startup,SMB,United States,North America,Content Marketing,Starter,Monthly,49.00,539.00,247.83,11,0,1058,Low Value
CMP_000628,Mcdowell-Smith,Finance,Mid-Market,SMB,Brazil,Latin America,Email Marketing,Enterprise,Monthly,1500.00,16500.00,14355.00,11,0,959,High Value
CMP_000630,Hays-Daniels,Finance,Small Business,Enterprise,Chile,Latin America,Partner,Starter,Monthly,49.00,588.00,270.36,12,0,734,Low Value
CMP_000631,Small-Anderson,Education,Small Business,SMB,Mexico,North America,Partner,Professional,Monthly,199.00,2388.00,1716.36,12,0,961,Low Value
CMP_000632,"Mcdonald, Lee and Rodriguez",Retail,Startup,SMB,Kenya,Africa,Organic Search,Starter,Monthly,49.00,0,0,0,1,113,Low Value
CMP_000633,Simon Ltd,Technology,Mid-Market,Enterprise,India,Asia-Pacific,Google Ads,Professional,Monthly,199.00,2189.00,1573.33,11,0,1347,Low Value
CMP_000634,Higgins-Smith,Finance,Startup,Mid-Market,Brazil,Latin America,Referral,Starter,Monthly,49.00,490.00,225.30,10,0,2102,Low Value
CMP_000635,Gibbs-Bradley,Healthcare,Startup,SMB,Canada,North America,Google Ads,Professional,Annual,2149.20,23641.20,22381.92,11,0,1373,High Value
CMP_000638,Morales Inc,Professional Services,Startup,SMB,Nigeria,Africa,Google Ads,Starter,Monthly,49.00,539.00,247.83,11,0,720,Low Value
CMP_000640,Boyle-Smith,Healthcare,Small Business,SMB,United Kingdom,Europe,LinkedIn Ads,Professional,Monthly,199.00,1990.00,1430.30,10,0,2154,Low Value
CMP_000641,Young-Molina,Healthcare,Small Business,SMB,Argentina,Latin America,Organic Search,Professional,Monthly,199.00,0,0,0,1,277,Low Value
CMP_000642,Turner-Sharp,Healthcare,Mid-Market,SMB,South Africa,Africa,Email Marketing,Professional,Monthly,199.00,2189.00,1573.33,11,0,1820,Low Value
CMP_000644,"Young, Contreras and Marshall",Finance,Startup,SMB,Germany,Europe,Referral,Starter,Monthly,49.00,539.00,247.83,11,0,644,Low Value
CMP_000645,Sullivan PLC,Healthcare,Startup,Enterprise,Singapore,Asia-Pacific,Organic Search,Starter,Monthly,49.00,441.00,202.77,9,0,1719,Low Value
CMP_000649,"Zhang, Brooks and Miles",Manufacturing,Startup,Mid-Market,Singapore,Asia-Pacific,Email Marketing,Starter,Monthly,49.00,588.00,270.36,12,0,1743,Low Value
CMP_000650,Todd-Pham,Education,Small Business,SMB,Tanzania,Africa,Organic Search,Business,Monthly,499.00,5988.00,5508.36,12,0,960,Medium Value
CMP_000652,"Marks, Miller and Griffin",Education,Startup,SMB,Singapore,Asia-Pacific,Google Ads,Business,Annual,5389.20,59281.20,57227.72,11,0,1889,High Value
CMP_000653,"Cox, Stark and Rodriguez",Technology,Small Business,Mid-Market,Nigeria,Africa,Organic Search,Starter,Monthly,49.00,588.00,270.36,12,0,1060,Low Value
CMP_000654,"Leach, Harris and Herrera",Technology,Startup,Mid-Market,Canada,North America,Organic Search,Starter,Monthly,49.00,539.00,247.83,11,0,2177,Low Value
CMP_000655,Murphy PLC,Finance,Startup,SMB,Spain,Europe,Referral,Professional,Monthly,199.00,2388.00,1716.36,12,0,579,Low Value
CMP_000656,Wilson-Harris,Retail,Small Business,SMB,Chile,Latin America,Organic Search,Starter,Annual,529.20,4762.80,4394.88,9,0,874,Medium Value
CMP_000658,Chavez PLC,Finance,Mid-Market,SMB,United Kingdom,Europe,Partner,Business,Monthly,499.00,5988.00,5508.36,12,0,2036,Medium Value
CMP_000661,Foster Inc,Retail,Small Business,SMB,Nigeria,Africa,Organic Search,Business,Monthly,499.00,0,0,0,1,365,Low Value
CMP_000662,"Robinson, Jones and Henderson",Professional Services,Mid-Market,SMB,Kenya,Africa,Organic Search,Starter,Monthly,49.00,441.00,202.77,9,0,791,Low Value
CMP_000664,Andersen Group,Healthcare,Startup,Mid-Market,Chile,Latin America,Organic Search,Professional,Monthly,199.00,2388.00,1716.36,12,0,1535,Low Value
CMP_000665,Mitchell and Sons,Technology,Small Business,Mid-Market,Australia,Asia-Pacific,Email Marketing,Professional,Monthly,199.00,1990.00,1430.30,10,0,707,Low Value
CMP_000666,Cannon Ltd,Retail,Mid-Market,SMB,Japan,Asia-Pacific,Referral,Business,Monthly,499.00,5988.00,5508.36,12,0,1855,Medium Value
CMP_000668,Kane-Knox,Finance,Mid-Market,Enterprise,South Africa,Africa,LinkedIn Ads,Starter,Monthly,49.00,539.00,247.83,11,0,2262,Low Value
CMP_000669,Miller-Brandt,Healthcare,Small Business,Mid-Market,Mexico,North America,LinkedIn Ads,Starter,Monthly,49.00,490.00,225.30,10,0,668,Low Value
CMP_000670,"Anderson, Dalton and Wilson",Education,Small Business,SMB,Spain,Europe,LinkedIn Ads,Business,Monthly,499.00,0,0,0,1,383,Low Value
CMP_000672,Avila LLC,Retail,Mid-Market,SMB,Nigeria,Africa,Organic Search,Professional,Monthly,199.00,2388.00,1716.36,12,0,1471,Low Value
CMP_000674,"Gray, Hall and Murray",Professional Services,Small Business,SMB,India,Asia-Pacific,Organic Search,Starter,Monthly,49.00,588.00,270.36,12,0,1924,Low Value
CMP_000675,Hill Ltd,Technology,Small Business,SMB,United States,North America,Google Ads,Business,Monthly,499.00,5489.00,5049.33,11,0,1070,Medium Value
CMP_000681,Morales and Sons,Retail,Enterprise,SMB,South Africa,Africa,Google Ads,Business,Monthly,499.00,4990.00,4590.30,10,0,1603,Medium Value
CMP_000683,"Holder, Young and Hendricks",Finance,Small Business,Mid-Market,Singapore,Asia-Pacific,Organic Search,Professional,Monthly,199.00,2189.00,1573.33,11,0,2006,Low Value
CMP_000684,"Flores, Harper and Chambers",Healthcare,Small Business,SMB,Brazil,Latin America,Content Marketing,Starter,Monthly,49.00,0,0,0,1,145,Low Value
CMP_000685,Young-Walter,Healthcare,Startup,Mid-Market,Spain,Europe,Organic Search,Starter,Monthly,49.00,539.00,247.83,11,0,792,Low Value
CMP_000686,"Boyd, Gutierrez and Hill",Retail,Mid-Market,SMB,India,Asia-Pacific,Google Ads,Starter,Monthly,49.00,490.00,225.30,10,0,1582,Low Value
CMP_000690,"Flores, Butler and Hernandez",Retail,Startup,Enterprise,Brazil,Latin America,Google Ads,Starter,Monthly,49.00,539.00,247.83,11,0,1719,Low Value
CMP_000691,White-Medina,Technology,Small Business,SMB,Singapore,Asia-Pacific,LinkedIn Ads,Starter,Monthly,49.00,539.00,247.83,11,0,550,Low Value
CMP_000693,"Thomas, Ford and Brown",Manufacturing,Startup,SMB,Tanzania,Africa,Google Ads,Starter,Monthly,49.00,441.00,202.77,9,0,2192,Low Value
CMP_000694,Faulkner-Grant,Retail,Enterprise,SMB,Germany,Europe,Organic Search,Starter,Monthly,49.00,588.00,270.36,12,0,1576,Low Value
CMP_000696,Rivera Inc,Manufacturing,Startup,SMB,Argentina,Latin America,Organic Search,Professional,Monthly,199.00,2189.00,1573.33,11,0,2115,Low Value
CMP_000697,Boone-Davis,Manufacturing,Mid-Market,Mid-Market,Spain,Europe,Google Ads,Starter,Annual,529.20,5821.20,5371.52,11,0,1024,Medium Value
CMP_000698,"Calderon, Williams and Bennett",Healthcare,Small Business,SMB,South Africa,Africa,Organic Search,Starter,Monthly,49.00,490.00,225.30,10,0,1955,Low Value
CMP_000699,"Morrison, Russo and Lopez",Retail,Small Business,Mid-Market,Japan,Asia-Pacific,Email Marketing,Professional,Monthly,199.00,1990.00,1430.30,10,0,1422,Low Value
CMP_000700,"Ramsey, Hansen and Mendoza",Manufacturing,Startup,SMB,Nigeria,Africa,Organic Search,Starter,Monthly,49.00,588.00,270.36,12,0,1133,Low Value
CMP_000703,Burgess Group,Retail,Small Business,SMB,Chile,Latin America,Content Marketing,Enterprise,Monthly,1500.00,13500.00,11745.00,9,0,619,High Value
CMP_000704,Dominguez Ltd,Finance,Startup,SMB,India,Asia-Pacific,Email Marketing,Starter,Annual,529.20,4762.80,4394.88,9,0,1393,Medium Value
CMP_000707,"Howard, Green and Hunt",Finance,Enterprise,SMB,Tanzania,Africa,LinkedIn Ads,Starter,Monthly,49.00,588.00,270.36,12,0,1180,Low Value
CMP_000709,"Harrison, Franco and Rocha",Finance,Small Business,SMB,Chile,Latin America,Partner,Professional,Monthly,199.00,2388.00,1716.36,12,0,1835,Low Value
CMP_000712,Tran-Silva,Technology,Small Business,SMB,Nigeria,Africa,Google Ads,Professional,Monthly,199.00,2388.00,1716.36,12,0,1718,Low Value
CMP_000713,"Butler, Hernandez and Rivera",Retail,Mid-Market,Enterprise,Japan,Asia-Pacific,Organic Search,Business,Monthly,499.00,4491.00,4131.27,9,0,2260,Medium Value
CMP_000714,Hudson-Sanchez,Technology,Small Business,SMB,Argentina,Latin America,Google Ads,Business,Monthly,499.00,4990.00,4590.30,10,0,1419,Medium Value
CMP_000715,"Pena, Cohen and Scott",Retail,Small Business,SMB,Brazil,Latin America,LinkedIn Ads,Professional,Monthly,199.00,0,0,0,1,48,Low Value
CMP_000717,Murray-Oconnor,Healthcare,Mid-Market,SMB,Argentina,Latin America,Organic Search,Starter,Annual,529.20,5292.00,4883.20,10,0,2171,Medium Value
CMP_000718,Jackson-Cortez,Finance,Startup,SMB,Australia,Asia-Pacific,Google Ads,Professional,Monthly,199.00,1990.00,1430.30,10,0,2252,Low Value
CMP_000719,White-Preston,Technology,Startup,SMB,Argentina,Latin America,Content Marketing,Business,Monthly,499.00,5988.00,5508.36,12,0,1437,Medium Value
CMP_000720,"Bernard, Warren and Combs",Healthcare,Startup,SMB,Tanzania,Africa,LinkedIn Ads,Professional,Monthly,199.00,1990.00,1430.30,10,0,600,Low Value
CMP_000723,Kirby and Sons,Healthcare,Startup,SMB,Japan,Asia-Pacific,Organic Search,Starter,Monthly,49.00,490.00,225.30,10,0,540,Low Value
CMP_000724,Mann Inc,Technology,Startup,SMB,Nigeria,Africa,LinkedIn Ads,Business,Monthly,499.00,5489.00,5049.33,11,0,1508,Medium Value
CMP_000726,Williamson Ltd,Retail,Small Business,Mid-Market,Kenya,Africa,Google Ads,Enterprise,Monthly,1500.00,0,0,0,1,55,Low Value
CMP_000727,"Durham, Hopkins and Smith",Technology,Startup,Mid-Market,South Africa,Africa,LinkedIn Ads,Professional,Monthly,199.00,2388.00,1716.36,12,0,621,Low Value
CMP_000731,Rodriguez Inc,Professional Services,Small Business,Enterprise,Tanzania,Africa,Google Ads,Business,Monthly,499.00,0,0,0,1,102,Low Value
CMP_000732,"Hernandez, Lee and Fox",Healthcare,Startup,SMB,Singapore,Asia-Pacific,Email Marketing,Business,Annual,5389.20,64670.40,62430.24,12,0,1653,High Value
CMP_000733,Adams-Sanders,Education,Small Business,SMB,South Africa,Africa,Organic Search,Starter,Monthly,49.00,490.00,225.30,10,0,2051,Low Value
CMP_000734,Chung-Stevens,Professional Services,Mid-Market,Mid-Market,Chile,Latin America,Partner,Starter,Monthly,49.00,490.00,225.30,10,0,2176,Low Value
CMP_000736,Sutton-Abbott,Manufacturing,Startup,SMB,Argentina,Latin America,LinkedIn Ads,Professional,Annual,2149.20,25790.40,24416.64,12,0,626,High Value
CMP_000737,"Frey, Santos and Johnson",Manufacturing,Mid-Market,Mid-Market,Kenya,Africa,Organic Search,Starter,Monthly,49.00,490.00,225.30,10,0,2203,Low Value
CMP_000738,Gray-Tran,Retail,Startup,SMB,United Kingdom,Europe,Google Ads,Professional,Monthly,199.00,1990.00,1430.30,10,0,1208,Low Value
CMP_000739,Walsh Ltd,Technology,Small Business,SMB,Nigeria,Africa,Referral,Enterprise,Monthly,1500.00,18000.00,15660.00,12,0,1010,High Value
CMP_000741,"Mueller, Knight and Hodge",Retail,Small Business,SMB,Nigeria,Africa,Content Marketing,Professional,Monthly,199.00,2189.00,1573.33,11,0,539,Low Value
CMP_000743,Lewis Ltd,Retail,Startup,SMB,Mexico,North America,Partner,Enterprise,Monthly,1500.00,15000.00,13050.00,10,0,2116,High Value
CMP_000745,Lam-Elliott,Finance,Mid-Market,SMB,Germany,Europe,Email Marketing,Professional,Annual,2149.20,23641.20,22381.92,11,0,1816,High Value
CMP_000746,White LLC,Technology,Small Business,SMB,Kenya,Africa,Content Marketing,Business,Monthly,499.00,0,0,0,1,361,Low Value
CMP_000748,Goodwin Ltd,Manufacturing,Small Business,SMB,Canada,North America,Organic Search,Business,Monthly,499.00,4990.00,4590.30,10,0,954,Medium Value
CMP_000752,"Ramsey, Mason and Mccann",Healthcare,Small Business,SMB,India,Asia-Pacific,Content Marketing,Professional,Annual,2149.20,23641.20,22381.92,11,0,2074,High Value
CMP_000753,Davis and Sons,Professional Services,Mid-Market,Mid-Market,United States,North America,Organic Search,Professional,Monthly,199.00,2189.00,1573.33,11,0,1423,Low Value
CMP_000754,Peterson PLC,Education,Enterprise,SMB,Tanzania,Africa,Organic Search,Professional,Monthly,199.00,0,0,0,1,214,Low Value
CMP_000755,"Sanders, Ayala and Johnson",Technology,Mid-Market,Mid-Market,United Kingdom,Europe,Organic Search,Business,Monthly,499.00,2495.00,2295.15,5,1,219,Low Value
CMP_000756,Bowers-Hayes,Technology,Startup,Mid-Market,Tanzania,Africa,Google Ads,Starter,Monthly,49.00,588.00,270.36,12,0,2358,Low Value
CMP_000757,Kelly Group,Finance,Mid-Market,SMB,Canada,North America,Partner,Starter,Monthly,49.00,392.00,180.24,8,0,1699,Low Value
CMP_000758,Lopez-Willis,Finance,Enterprise,SMB,Germany,Europe,Email Marketing,Professional,Monthly,199.00,0,0,0,1,140,Low Value
CMP_000759,Miller-Montgomery,Professional Services,Mid-Market,SMB,South Africa,Africa,Referral,Professional,Monthly,199.00,1990.00,1430.30,10,0,1870,Low Value
CMP_000762,"Moore, Price and Ward",Professional Services,Small Business,SMB,Nigeria,Africa,Organic Search,Professional,Monthly,199.00,1990.00,1430.30,10,0,1117,Low Value
CMP_000763,Smith LLC,Education,Enterprise,SMB,Mexico,North America,Referral,Professional,Monthly,199.00,0,0,0,1,342,Low Value
CMP_000765,Miller Group,Technology,Enterprise,SMB,Japan,Asia-Pacific,Content Marketing,Starter,Monthly,49.00,588.00,270.36,12,0,2317,Low Value
CMP_000767,Johnson LLC,Technology,Startup,SMB,Chile,Latin America,Google Ads,Business,Monthly,499.00,5988.00,5508.36,12,0,1121,Medium Value
CMP_000768,"Davis, George and Nguyen",Finance,Small Business,Mid-Market,Australia,Asia-Pacific,Organic Search,Business,Monthly,499.00,4990.00,4590.30,10,0,1134,Medium Value
CMP_000769,Smith-Gutierrez,Retail,Startup,SMB,Argentina,Latin America,Organic Search,Starter,Monthly,49.00,539.00,247.83,11,0,1419,Low Value
CMP_000770,Hardy PLC,Technology,Enterprise,SMB,United States,North America,Google Ads,Starter,Monthly,49.00,0,0,0,1,35,Low Value
CMP_000771,Armstrong and Sons,Technology,Startup,SMB,United States,North America,Content Marketing,Business,Annual,5389.20,5389.20,5202.52,1,1,193,Medium Value
CMP_000772,"James, Taylor and Turner",Finance,Small Business,SMB,Mexico,North America,LinkedIn Ads,Professional,Monthly,199.00,2189.00,1573.33,11,0,2204,Low Value
